SPILL ID,LAT,LON,SPILL CAUSE,FILE,x,y,start_date,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure,SPILL_TYPE,SPILL_VOL,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,DIAMETER_OF_SEWER
840204,37.598889,-120.947778,Grease Deposition (FOG),Other,-13463845.059537895,4522916.220853634,2017-09-23 07:40:00,0.04113288223743439,0.0721527487039566,0.07524891197681427,9.071722865093557e-19,0.9154210090637208,287.2791442871094,100689.7109375,Category 3,20.0,vcp,55.0,6.0
840289,33.96929288,-118.0655122,Grease Deposition (FOG),Other,-13142992.698351027,4024679.555047363,2017-09-18 18:10:00,0.07269888371229173,0.1256464123725891,0.12882988154888153,0.0,0.94161194562912,303.8460693359375,99472.171875,Category 3,5.0, ,,
841096,38.82771,-121.2031,Root Intrusion,Other,-13492267.374566214,4697022.46991287,2017-09-22 04:00:00,0.038879044353961945,0.10466311872005464,0.11333227902650833,7.01207755055e-17,0.9059882760047911,288.40911865234375,99498.359375,Category 3,75.0,VCP,,4.0
840132,37.96816,-121.2745,Debris-General,Other,-13500215.586208856,4574928.864654602,2017-09-21 16:45:00,0.1515088528394699,0.2357565015554428,0.2375835627317429,2.0235549347269455e-15,0.9033147692680359,290.7897644042969,100990.59375,Category 3,14.0, ,,
840148,34.414604,-119.8464,Debris-General,Other,-13341240.221406985,4084610.008441017,2017-09-19 00:00:00,0.11349568516016005,0.18285056948661804,0.18214480578899386,1.364360013855759e-15,0.9526892304420472,294.3874816894531,97597.3515625,Category 1,60.0,Cast Iron,30.0,4.0
840299,38.62676,-121.42543,Other (specify below),Other,-13517017.036954286,4668348.2892819885,2017-09-19 08:30:00,0.04807127639651298,0.16821634769439694,0.17457221448421478,0.0,0.8853974938392639,287.50213623046875,100975.109375,Category 3,6.0,CLAY,45.0,6.0
841197,38.40963333,-121.3619639,Root intrusion,Other,-13509952.023019653,4637455.981660261,2017-09-19 09:00:00,0.054537441581487656,0.16513793170452118,0.17021262645721436,0.0,0.8881286382675171,285.2870178222656,101133.8046875,Category 3,4.0, ,,
841089,37.58032,-122.33492,Pipe Structural Problem/Failure,Other,-13618261.000635855,4520307.575248992,2017-09-19 09:30:00,0.11783089488744734,0.17880980670452118,0.17527854442596436,2.7258195700596847e-12,0.9506286382675172,286.5877990722656,100861.8046875,Category 3,10.0, ,,4.0
841090,37.57625,-122.34371000000002,Root Intrusion,Other,-13619239.498959932,4519735.892700901,2017-09-19 11:30:00,0.11783089488744734,0.17880980670452118,0.17527854442596436,2.7258195700596847e-12,0.9506286382675172,286.5877990722656,100861.8046875,Category 3,30.0, ,,4.0
841210,38.53894722,-121.4541139,Operator error,Other,-13520210.114096247,4655843.253026975,2017-09-19 11:50:00,0.07226815074682236,0.1908337324857712,0.1938332319259644,0.0,0.8830016851425171,285.7792053222656,101101.8046875,Category 3,1.0, ,,
